customerID,Customer Title,Customer Birth Date,Came From Paid Acq?,# Months since first Purchase,InternetService,Has contacted CS,Has RakutenTV,PaymentMethod,Last Purchase Amount,Total Purchase Amount,Churn
9851-KIELU,Ms,06/08/1968,No,10.0,Fiber optic,No,Yes,Credit card,110.1,1043.3,Yes
3523-BRGUW,Mr,01/02/1962,No,26.0,,No,No internet service,Credit card,19.3,504.2,No
3908-BLSYF,Ms,09/23/1961,No,6.0,,Yes,No,,83.9,497.55,Yes
3199-NPKCN,Mr,08/05/1964,Yes,67.0,,Yes,Yes,Credit card,111.25,7511.65,No
5170-PTRKA,Mr,12/10/1963,Yes,49.0,,No,No,Credit card,35.8,1782,No
4661-NJEUX,Miss,02/13/1969,No,1.0,,No,No internet service,PayPal,20.05,20.05,No
2123-AGEEN,Mr,12/10/1956,No,7.0,,Yes,Yes,Credit card,84.35,609.65,No
1258-YMZNM,Miss,09/11/1960,No,27.0,,Yes,Yes,Credit card,110.5,2857.6,No
0048-LUMLS,Ms,11/14/1960,Yes,37.0,,No,Yes,Credit card,91.2,3247.55,No
7549-MYGPK,Ms,10/10/1968,Yes,63.0,,No,Yes,Credit card,100.55,6215.35,Yes
5898-IGSLP,Mr,03/06/1974,Yes,31.0,,,No,Credit card,89.3,2823,No
3804-RVTGV,Mr,10/09/1952,Yes,50.0,,Yes,Yes,Credit card,103.85,5017.9,Yes
6259-WJQLC,Miss,01/06/1969,No,32.0,,Yes,No,Credit card,81.1,2619.25,No
9227-LUNBG,Miss,11/14/1970,No,1.0,,No,No,PayPal,24.6,24.6,Yes
7997-EASSD,Mr,11/30/1974,Yes,63.0,,No,No,Credit card,81.2,4965.1,No
0730-KOAVE,Mr,07/16/1950,No,30.0,,No,No,Credit card,94.3,2679.7,No
8975-SKGRX,Mr,10/29/1972,Yes,71.0,Fiber optic,Yes,Yes,Credit card,116.1,8310.55,No
0678-RLHVP,Ms,04/28/1975,No,53.0,,No,Yes,Credit card,105.55,5682.25,No
4315-MURBD,Mr,10/12/1961,No,12.0,,,Yes,Credit card,98.9,1120.95,Yes
2267-FPIMA,Mr,04/28/1951,Yes,50.0,DSL,Yes,No,Credit card,94.4,4914.9,No
1051-GEJLJ,Ms,03/12/1958,No,2.0,,Yes,No internet service,Credit card,19.5,27.55,No
9734-YWGEX,Miss,01/01/1954,No,9.0,,No,Yes,Credit card,98.3,923.5,Yes
2719-BDAQO,Mr,08/15/1962,No,17.0,,Yes,Yes,Credit card,93.85,1625.65,Yes
5285-MVEHD,Mr,05/05/1951,Yes,56.0,,No,Yes,Credit card,105.6,6068.65,No
0379-DJQHR,Mr,02/21/1955,Yes,67.0,,Yes,Yes,PayPal,81.35,5398.6,No
0781-LKXBR,Mr,08/02/1976,No,9.0,,No,Yes,Credit card,100.5,918.6,Yes
5543-QDCRY,Miss,02/06/1959,No,4.0,,Banana,Yes,Credit card,56.4,234.85,No
0297-RBCSG,Mr,12/01/1952,No,19.0,Fiber optic,No,No,Credit card,65.35,1231.85,No
4694-PHWFW,Miss,11/22/1957,No,8.0,,No,No internet service,Credit card,19.95,170.9,No
0835-JKADZ,Mr ,07/24/1961,No,71.0,DSL,No,Yes,Credit card,111.25,7984.15,No
1907-UBQFC,Mr,09/14/1965,No,10.0,,Yes,No,Credit card,72.85,688.65,Yes
7508-SMHXL,Mr,11/18/1977,No,15.0,DSL,No,Yes,Credit card,89.0,1288.3,No
3865-YIOTT,Ms,03/23/1975,Yes,72.0,,Banana,Yes,PayPal,106.1,7848.5,No
5993-BQHEA,Mr,12/24/1953,No,12.0,,,No internet service,Credit card,20.05,267,No
6024-RUGGH,Mr,01/06/1954,Yes,72.0,DSL,Yes,No internet service,Credit card,25.2,1798.9,No
6513-EECDB,Miss,04/19/1979,Yes,1.0,Fiber optic,No,No,Credit card,73.55,73.55,Yes
3956-CJUST,Miss,06/26/1971,No,23.0,,Yes,No,Credit card,75.4,1643.55,No
4079-WWQQQ,Mr,11/21/1974,No,72.0,Orange,Yes,Yes,Bank transfer (automatic),65.55,4807.45,No
6103-BOCOU,Mr,01/06/1972,No,26.0,Fiber optic,,No,Credit card,80.7,2193,No
5149-TGWDZ,Ms,12/22/1969,No,21.0,,No,Yes,Credit card,104.55,2239.4,No
7471-WNSUF,Mr,09/27/1964,Yes,60.0,,Yes,No internet service,Bank transfer (automatic),24.15,1505.9,No
8942-DBMHZ,Miss,10/28/1969,No,12.0,,Yes,No internet service,Credit card,20.45,255.35,No
4301-VVZKA,Ms,10/10/1954,Yes,16.0,DSL,Yes,No,Credit card,75.4,1189.4,No
9199-PWQVC,Mr,06/24/1956,Yes,63.0,,No,Yes,Bank transfer (automatic),79.7,4786.15,No
4824-GUCBY,Ms.,08/25/1962,No,22.0,,Yes,No,Credit card,81.7,1820.9,No
5393-HJZSM,Mr,10/10/1961,Yes,32.0,,Banana,No,PayPal,76.3,2404.15,No
7074-IEVOJ,Mr,07/21/1973,No,3.0,DSL,No,No,Credit card,79.4,205.05,Yes
9625-QSTYE,Ms,06/17/1951,No,13.0,,No,No,PayPal,81.15,952.3,Yes
0862-PRCBS,Mr,07/28/1977,Yes,68.0,,Yes,Yes,Credit card,103.75,7039.45,No
8812-ZRHFP,Mr,10/18/1979,Yes,30.0,DSL,No,No,PayPal,86.45,2538.05,No
5146-CBVOE,Mr,04/07/1976,No,16.0,,Yes,No,Credit card,75.1,1212.85,No
0454-OKRCT,Mr,06/13/1976,No,33.0,,No,No,Credit card,80.6,2651.1,No
5787-KXGIY,Ms,03/22/1962,Yes,72.0,,Yes,No internet service,Credit card,19.3,1304.8,No
4750-ZRXIU,Miss,06/11/1968,No,4.0,DSL,No,No,,84.6,360.1,Yes
4198-VFOEA,Miss,01/17/1950,No,12.0,,No,No,Credit card,33.6,435.45,No
6630-UJZMY,Mr,06/01/1958,Yes,4.0,,Yes,Yes,Credit card,83.25,308.05,No
5709-LVOEQ,Mr,12/02/1951,Yes,0.0,,Yes,Yes,Credit card,80.85, ,No
6400-BWQKW,Miss,05/20/1962,No,6.0,,Yes,No,Credit card,79.05,434.5,Yes
2692-AQCPF,Mr,06/18/1951,Yes,65.0,DSL,No,Yes,Credit card,108.05,7118.9,No
0347-UBKUZ,Mr,05/15/1961,No,15.0,,,No internet service,Credit card,19.9,320.45,No
0835-DUUIQ,Miss,10/26/1957,No,24.0,DSL,Yes,No internet service,Credit card,21.05,531.55,No
0811-GSDTP,Miss,04/23/1960,No,13.0,,Yes,No,Credit card,30.15,382.2,No
7567-ECMCM,Miss,04/06/1951,No,24.0,,,No,Credit card,79.85,2001,No
6115-ZTBFQ,Mr,12/07/1976,Yes,72.0,,Yes,Yes,,65.5,4919.7,No
6353-BRMMA,Mr,08/08/1958,Yes,54.0,,Yes,Yes,Credit card,104.1,5645.8,No
6680-WKXRZ,Ms,03/13/1978,No,3.0,,Yes,No,PayPal,74.4,215.8,Yes
6231-WFGFH,Miss,10/22/1959,Yes,4.0,,No,No internet service,Credit card,20.5,77.6,No
9904-EHEVJ,Miss,09/24/1954,Yes,32.0,,No,Yes,Credit card,91.35,2896.55,No
7028-DVOIQ,Mr,10/25/1968,No,35.0,,Yes,Yes,Credit card,99.05,3395.8,Yes
6169-PPETC,Mr,08/26/1965,Yes,35.0,,Yes,No internet service,Credit card,20.5,759.35,No
4208-UFFGW,Mr,06/30/1968,No,2.0,,No,No,Credit card,44.95,85.15,Yes
8584-KMVXD,Mr,06/14/1969,No,8.0,,Yes,No,Credit card,75.6,535.55,No
8467-WYNSR,Mr ,09/16/1955,No,22.0,,Yes,No,PayPal,55.1,1253.15,No
0851-DFJKB,Ms,03/25/1950,No,15.0,,Yes,No,Credit card,58.95,955.15,No
5382-SOYZL,Mr,11/27/1953,No,22.0,,No,Yes,Bank transfer (automatic),95.1,2162.6,No
9448-REEVD,Mr,04/29/1961,Yes,1.0,,No,No,Credit card,44.7,44.7,Yes
3261-CQXOL,Miss,01/18/1960,Yes,71.0,,Yes,No internet service,PayPal,25.45,1813.35,No
8388-FYNPZ,Mr,11/01/1952,No,4.0,DSL,No,No,PayPal,56.75,245.15,No
4002-BQWPQ,Mr,03/30/1952,No,25.0,,No,No,Credit card,81.75,2028.8,No
5651-YLPRD,Ms.,06/09/1970,Yes,32.0,,No,Yes,PayPal,86.1,2723.75,No
2826-DXLQO,Ms,10/26/1970,Yes,7.0,,No,No,Credit card,29.8,220.45,No
4378-BZYFP,Ms,11/13/1978,No,17.0,Fiber optic,Yes,No internet service,Credit card,20.5,365.8,No
9489-UTFKA,Mr,09/09/1977,Yes,8.0,DSL,Yes,Yes,Credit card,60.9,551.95,No
4849-PYRLQ,Mr,05/05/1979,No,56.0,,No,No,Bank transfer (automatic),73.25,4054.2,No
9117-SHLZX,Mr,01/02/1955,No,1.0,,Yes,No,Credit card,45.7,45.7,Yes
9889-TMAHG,Mr,01/04/1965,No,8.0,,Yes,Yes,Bank transfer (automatic),100.3,832.35,Yes
4541-RMRLG,Ms,08/02/1951,No,7.0,,Yes,No internet service,Credit card,19.25,112.3,Yes
7764-BDPEE,Ms,01/20/1979,No,3.0,Fiber optic,No,No internet service,Credit card,20.85,60.65,No
3429-IFLEM,Mr,02/01/1971,No,71.0,DSL,Yes,Yes,Credit card,77.35,5550.1,No
3158-MOERK,Mr,09/23/1965,No,2.0,,Yes,Yes,Credit card,96.0,174.8,Yes
7294-TMAOP,Mr,03/07/1968,No,1.0,,No,Yes,Credit card,90.55,90.55,Yes
5002-GCQFH,Mr,01/25/1977,Yes,49.0,,No,Yes,Credit card,93.85,4733.1,No
0556-FJEGU,Ms.,04/17/1950,No,58.0,,,Yes,Credit card,70.1,4048.95,No
8919-FYFQZ,Miss,09/22/1969,Yes,44.0,,Yes,No,Credit card,30.35,1359.7,Yes
0604-THJFP,Mr,08/29/1953,Yes,59.0,,Yes,Yes,Credit card,75.95,4542.35,No
2834-JRTUA,Mr,01/19/1963,No,71.0,,Yes,Yes,Bank transfer (automatic),108.05,7532.15,Yes
5875-YPQFJ,Ms,12/10/1965,No,1.0,,No,No,Credit card,69.9,69.9,Yes
5879-SESNB,Mr,08/20/1976,No,11.0,,Yes,No,Credit card,75.25,888.65,No
6646-QVXLR,Mr,09/05/1952,Yes,62.0,DSL,No,Yes,Bank transfer (automatic),103.75,6383.35,Yes
6461-PPAXN,Ms.,05/24/1958,Yes,35.0,,No,No,Bank transfer (automatic),54.95,1916,No
3318-ISQFQ,Mr,06/21/1973,No,20.0,,No,No internet service,Credit card,19.5,413,No
1106-HRLKZ,Mr,07/14/1964,Yes,40.0,,Yes,No internet service,Credit card,19.6,808.95,No
2483-XSSMZ,Mr,06/22/1970,No,39.0,,No,No,Bank transfer (automatic),47.85,1886.4,No
8603-IJWDN,Mr,01/11/1970,No,1.0,,Yes,No,Credit card,86.6,86.6,Yes
8165-ZJRNM,Ms,11/10/1953,Yes,72.0,,Yes,No internet service,Bank transfer (automatic),23.75,1679.25,No
9369-XFEHK,Mr,06/17/1979,Yes,33.0,,No,No,Credit card,80.6,2656.5,Yes
2604-XVDAM,Mr,09/08/1972,No,12.0,,Yes,No,PayPal,43.8,540.95,No
3717-OFRTN,Mr,12/09/1975,No,1.0,,Yes,No internet service,PayPal,19.75,19.75,No
9046-JBFWA,Mr,04/16/1961,No,27.0,,Yes,No internet service,Bank transfer (automatic),19.15,537.35,No
3280-NMUVX,Miss,06/06/1966,Yes,34.0,DSL,,No internet service,PayPal,19.6,678.8,No
1206-EHBDD,Mr ,06/11/1966,Yes,56.0,DSL,Yes,No,Credit card,80.3,4513.65,No
8361-LBRDI,Miss,09/22/1966,No,58.0,Fiber optic,No,No internet service,Bank transfer (automatic),24.35,1423.85,No
4883-KCPZJ,Mr,01/19/1950,Yes,22.0,,No,No internet service,Credit card,25.25,555.4,No
9108-EQPNQ,Miss,07/21/1972,Yes,10.0,Fiber optic,No,No internet service,Credit card,26.1,225.55,No
7277-KAMWT,Ms.,05/19/1954,No,13.0,,Yes,No internet service,Credit card,20.0,268.45,No
3842-IYKUE,Mr,08/19/1974,No,35.0,,Yes,No,Credit card,85.3,2917.5,Yes
6641-XRPSU,Miss,01/03/1966,No,34.0,,No,No,Bank transfer (automatic),70.0,2416.1,Yes
1374-DMZUI,Mr,09/19/1967,No,4.0,,No,Yes,Credit card,94.3,424.45,Yes
2545-LXYVJ,Mr,12/31/1956,Yes,72.0,,Yes,No internet service,Credit card,20.7,1492.1,No
3234-VKACU,Miss,10/18/1954,No,2.0,,No,Yes,PayPal,70.3,132.4,No
8357-EQXFO,Mr,04/21/1965,No,7.0,Fiber optic,Yes,Yes,Credit card,95.35,660.9,Yes
1989-PRJHP,Mr,08/13/1977,Yes,27.0,,Yes,No,Credit card,75.5,1893.95,Yes
8120-JDCAM,Mr,03/28/1954,Yes,4.0,Fiber optic,Yes,No,PayPal,69.55,284.9,No
8917-FAEMR,Mr,05/18/1962,No,37.0,Fiber optic,No,No internet service,,19.85,784.25,No
7047-YXDMZ,Mr,03/27/1956,No,21.0,,Yes,No internet service,Credit card,20.0,417.7,No
2858-EIMXH,Ms.,05/23/1961,Yes,53.0,,No,Yes,Credit card,95.85,5016.25,No
9524-EGPJC,Mr,04/07/1954,No,18.0,DSL,No,No,Credit card,90.1,1612.75,Yes
6993-OHLXR,Miss,07/01/1951,No,2.0,,No,No,Credit card,68.95,119.75,Yes
8818-XYFCQ,Mr,06/20/1956,Yes,32.0,,,Yes,Credit card,99.55,3204.65,Yes
6419-ZTTLE,Mr,07/04/1970,Yes,23.0,,Yes,No internet service,Credit card,20.75,485.2,No
0929-HYQEW,Mr,01/25/1962,No,3.0,,Yes,No,Credit card,50.15,160.85,No
6614-YOLAC,Mr,02/24/1975,Yes,71.0,,Yes,Yes,Credit card,58.65,4145.25,No
7426-RHZGU,Ms,03/23/1963,No,9.0,,No,Yes,Credit card,95.9,827.45,No
4065-JJAVA,Mr,02/19/1974,No,1.0,,Yes,No,Credit card,49.5,49.5,No
4695-VADHF,Mr,01/15/1950,Yes,18.0,,,No,Credit card,57.45,990.85,Yes
3863-IUBJR,Ms.,03/01/1962,Yes,12.0,,Yes,No,PayPal,53.65,696.35,Yes
7649-SIJJF,Ms,09/12/1978,Yes,71.0,,Yes,No,Credit card,80.1,5585.4,No
9361-YNQWJ,Mr,04/09/1976,No,64.0,Fiber optic,Yes,No internet service,PayPal,24.4,1601.2,No
3748-FVMZZ,Mr,06/25/1964,No,4.0,DSL,No,No,Credit card,40.05,162.45,No
9391-TTOYH,Mr,10/05/1977,No,23.0,DSL,No,No internet service,Credit card,19.5,470.2,No
1452-XRSJV,Mr,11/02/1976,Yes,39.0,,Yes,No,Credit card,51.05,2066,No
3422-WJOYD,Mr,06/11/1977,Yes,28.0,Fiber optic,Yes,No,Credit card,54.35,1426.45,No
8242-SOQUO,Mr,10/14/1967,No,5.0,Fiber optic,Yes,Yes,Bank transfer (automatic),84.7,392.5,No
7460-ITWWP,Ms,10/04/1975,Yes,45.0,,,No,PayPal,86.1,3861.45,No
7147-AYBAA,Mr,04/19/1960,No,37.0,DSL,,No,Credit card,70.35,2552.9,No
7868-TMWMZ,Mr,01/16/1963,Yes,60.0,,Yes,Yes,Bank transfer (automatic),110.0,6668.35,No
4822-RVYBB,Mr,11/05/1959,No,8.0,,Yes,Yes,PayPal,100.6,819.4,Yes
6732-FZUGP,Mr,07/13/1953,No,47.0,,No,Yes,Credit card,94.9,4615.25,No
8436-BJUMM,Mr,05/02/1968,Yes,26.0,DSL,No,Yes,Bank transfer (automatic),83.75,2070.6,Yes
4184-TJFAN,Mr,05/23/1954,Yes,3.0,,No,Yes,Credit card,88.3,273.75,Yes
8329-GWVPJ,Ms.,05/17/1970,Yes,50.0,,No,No,Bank transfer (automatic),69.75,3557.7,No
1352-VHKAJ,Mr,06/04/1968,Yes,27.0,DSL,Yes,Yes,,71.6,1957.1,No
4145-UQXUQ,Miss,04/09/1955,No,8.0,,Yes,Yes,Credit card,92.1,729.95,Yes
2632-TACXW,Miss,06/10/1953,Yes,62.0,,No,No internet service,Credit card,23.65,1416.75,No
8146-QQKZH,Mr,07/03/1953,Yes,71.0,,No,Yes,Credit card,81.85,5924.4,No
1767-CJKBA,Miss,03/13/1977,No,66.0,Fiber optic,Yes,No internet service,PayPal,25.1,1697.7,No
6445-TNRXS,Mr,04/26/1963,Yes,68.0,DSL,Yes,Yes,Credit card,114.7,7849.85,No
4581-LNWUM,Miss,08/12/1970,No,13.0,DSL,No,Yes,Credit card,49.15,649.4,No
4869-EPIUS,Miss,07/11/1951,Yes,56.0,,Yes,No,Bank transfer (automatic),80.9,4557.5,No
9948-YPTDG,Mr,07/07/1978,Yes,38.0,,No,No,Credit card,79.45,3013.05,Yes
1236-WFCDV,Ms,11/01/1954,No,14.0,DSL,Yes,Yes,PayPal,90.45,1266.1,Yes
1915-OAKWD,Mr,02/06/1954,No,16.0,,No,No internet service,Credit card,19.3,360.35,No
7296-PIXQY,Mr,12/20/1959,Yes,14.0,,No,No,Credit card,70.2,1046.5,No
4883-QICIH,Mr ,12/24/1952,Yes,32.0,,Yes,No,Credit card,69.75,2347.9,Yes
3354-OADJP,Ms,11/17/1966,No,8.0,,Yes,No,Credit card,54.25,447.75,No
3524-WQDSG,Mr ,12/29/1958,Yes,43.0,,Yes,Yes,Credit card,99.3,4209.95,No
0810-DHDBD,Mr ,03/02/1958,No,52.0,,No,Yes,Credit card,74.0,3877.65,No
4026-SKKHW,Ms.,01/23/1952,No,3.0,DSL,No,No,,50.25,152.3,No
2829-HYVZP,Ms.,02/18/1959,No,29.0,,Yes,No internet service,Credit card,19.8,572.2,No
8329-IBCTI,Ms,07/27/1978,No,1.0,,No,No internet service,Bank transfer (automatic),19.65,19.65,Yes
1271-SJBGZ,Ms.,10/16/1960,No,12.0,,Yes,No,Credit card,43.65,526.95,Yes
3845-JHAMY,Miss,05/02/1978,Yes,16.0,,No,No,Bank transfer (automatic),35.5,552.7,No
7013-PSXHK,Mr,10/08/1978,No,40.0,,Yes,Yes,Credit card,80.75,3208.65,No
5669-SRAIP,Mr,01/01/1900,No,5.0,Fiber optic,Yes,No,PayPal,39.5,210.75,Yes
5981-ITEMU,Mr,09/18/1973,Yes,40.0,,,Yes,PayPal,97.1,3706.95,Yes
3486-NPGST,Miss,10/20/1968,No,36.0,,Yes,No internet service,Credit card,19.55,620.75,No
6941-PMGEP,Mr,02/16/1979,No,5.0,Fiber optic,No,No,Credit card,80.0,412.5,Yes
1624-WOIWJ,Ms,07/19/1966,No,10.0,,Yes,Yes,Credit card,84.7,832.05,Yes
2074-GKOWZ,Miss,12/05/1968,Yes,2.0,,No,Yes,Credit card,89.55,185.55,Yes
0376-YMCJC,Miss,11/04/1960,No,23.0,,No,Yes,Credit card,90.6,1943.2,Yes
6100-FJZDG,Ms.,10/25/1955,Yes,26.0,,Yes,No internet service,Credit card,20.05,505.9,No
4829-ZLJTK,Mr,08/01/1978,Yes,72.0,,Yes,Yes,Credit card,112.4,8046.85,No
1730-VFMWO,Miss,08/02/1966,Yes,34.0,DSL,Yes,No,Credit card,50.2,1815.3,No
7143-BQIBA,Miss,08/29/1958,No,10.0,,No,Yes,Credit card,62.25,612.95,No
3800-LYTRK,Mr,03/20/1950,No,14.0,,Yes,No,Credit card,55.7,795.15,No
0634-SZPQA,Ms,03/15/1956,No,23.0,,Yes,Yes,Credit card,90.05,2169.8,Yes
9646-NMHXE,Mr,05/23/1958,Yes,47.0,DSL,,No internet service,Credit card,19.65,973.1,No
7030-NJVDP,Ms,03/22/1951,Yes,24.0,,,No,Credit card,89.25,2210.2,No
5536-RTPWK,Mr,09/15/1967,Yes,49.0,DSL,No,Yes,,99.05,4853.75,Yes
8883-GRDWQ,Mr,06/30/1977,No,20.0,,Yes,No,Credit card,54.0,1055.9,No
6166-ILMNY,Miss,03/02/1970,No,2.0,,Yes,No,Bank transfer (automatic),69.75,144.55,Yes
3097-NNSPB,Mr,09/01/1958,No,2.0,,,No,Bank transfer (automatic),49.05,91.1,Yes
7771-ZONAT,Mr,01/18/1952,No,22.0,Fiber optic,Yes,Yes,Credit card,56.75,1304.85,No
0655-RBDUG,Miss,03/20/1973,No,7.0,,Yes,Yes,Credit card,98.05,713,Yes
2111-DWYHN,Mr,03/18/1977,No,1.0,DSL,Yes,No internet service,Credit card,21.1,21.1,No
4194-WHFCB,Mr,10/24/1964,Yes,59.0,,,No,Credit card,96.65,5580.8,No
4121-AGSIN,Mr,09/03/1955,Yes,58.0,,No,No internet service,PayPal,24.5,1497.9,No
4361-BKAXE,Ms.,01/17/1959,No,41.0,,No,Yes,Credit card,114.5,4527.45,Yes
9845-PEEKO,Mr,01/25/1971,No,59.0,Fiber optic,No,No,PayPal,79.2,4590.35,No
0455-XFASS,Mr,04/19/1956,Yes,3.0,,Banana,No,Credit card,69.55,200.2,No
0301-KOBTQ,Mr,10/19/1974,No,32.0,DSL,No,No internet service,Credit card,20.05,614.45,No
1751-NCDLI,Mr,12/11/1961,Yes,46.0,Orange,No,Yes,Credit card,98.85,4564.9,No
4367-NUYAO,Miss,08/28/1955,Yes,0.0,DSL,Yes,No internet service,Credit card,25.75, ,No
9878-TNQGW,Ms,02/15/1967,No,2.0,,No,No,Credit card,80.95,171.15,Yes
9170-ARBTB,Mr,10/25/1951,Yes,52.0,DSL,Yes,No internet service,Credit card,19.6,1012.4,No
4441-NIHPT,Mr,05/23/1965,No,13.0,,Yes,No,,74.3,940.35,Yes
8999-BOHSE,Mr,11/22/1962,No,11.0,,No,Yes,Credit card,89.7,1047.7,Yes
7241-AJHFS,Mr,08/03/1967,No,32.0,,Yes,No,Bank transfer (automatic),87.65,2766.4,No
7029-RPUAV,Mr,03/19/1956,Yes,17.0,Fiber optic,No,Yes,Credit card,100.45,1622.45,Yes
4546-FOKWR,Ms,10/15/1964,No,16.0,,No,No,Credit card,74.75,1129.35,No
9036-CSKBW,Mr,02/25/1961,No,51.0,Fiber optic,Banana,Yes,PayPal,107.45,5680.9,No
5832-TRLPB,Mr,07/21/1956,No,29.0,,No,Yes,Credit card,75.35,2243.9,No
8590-YFFQO,Miss,10/08/1969,Yes,70.0,DSL,No,No,Credit card,64.95,4523.25,No
8659-IOOPU,Mr,01/28/1962,Yes,71.0,,No,No,Credit card,100.45,7159.7,No
1338-CECEE,Miss,12/03/1967,Yes,41.0,,,Yes,Credit card,68.5,2839.95,No
7439-DKZTW,Mr,12/09/1976,No,1.0,,No,Yes,Credit card,80.55,80.55,No
4646-QZXTF,Miss,10/31/1959,Yes,7.0,Fiber optic,Yes,Yes,Credit card,81.25,580.1,No
4607-CHPCA,Miss,12/02/1961,Yes,25.0,,,Yes,Bank transfer (automatic),90.4,2178.6,Yes
9742-XOKTS,Miss,07/13/1964,Yes,67.0,,Yes,No,Credit card,89.55,6038.55,No
6921-OZMFH,Ms,05/13/1955,Yes,5.0,,No,No,Credit card,55.7,259.4,No
9578-FOMUK,Ms,11/24/1979,No,15.0,DSL,No,No internet service,Credit card,24.8,324.15,No
4712-UYOOI,Ms,09/11/1968,Yes,20.0,,Yes,No internet service,Credit card,20.0,417.65,No
8824-RWFXJ,Ms,06/05/1965,Yes,3.0,,No,No,Credit card,56.15,168.15,Yes
7722-CVFXN,Mr,04/07/1970,Yes,54.0,,No,Yes,Credit card,105.2,5637.85,No
8717-VCTXJ,Mr,01/01/1900,No,42.0,Fiber optic,No,No internet service,Credit card,19.55,839.4,No
7363-QTBIW,Ms,02/01/1968,Yes,9.0,,Yes,No,Credit card,79.75,769.1,No
4159-NAAIX,Ms,01/28/1974,No,63.0,,,Yes,Credit card,97.45,6253,No
0971-QIFJK,Ms,09/14/1962,Yes,69.0,,No,No internet service,Credit card,24.25,1641.8,No
9397-TZSHA,Miss,08/19/1951,No,69.0,Orange,No,No internet service,Credit card,24.6,1678.05,No
3391-JSQEW,Ms,11/10/1968,Yes,40.0,,No,No,Credit card,50.15,2058.5,No
0343-QLUZP,Mr,02/18/1967,No,60.0,Fiber optic,Yes,No,Credit card,39.6,2424.5,No
9763-PDTKK,Ms,03/26/1953,No,4.0,,Yes,No,Credit card,94.4,387.2,Yes
2176-LVPNX,Miss,10/24/1951,No,71.0,,,Yes,Credit card,89.85,6293.45,No
7627-JKIAZ,Mr,01/11/1973,Yes,37.0,DSL,No,No,,78.95,2839.65,Yes
3312-UUMZW,Mr,07/30/1965,Yes,32.0,,Yes,Yes,Credit card,98.85,3145.9,No
1271-UODNO,Miss,06/23/1959,No,39.0,,No,No,Credit card,53.85,2200.7,No
8461-EFQYM,Ms,03/22/1959,No,38.0,,No,No internet service,Credit card,24.25,914.4,No
6900-RBKER,Miss,01/17/1972,No,52.0,,Yes,No,Credit card,89.45,4577.75,No
6891-JPYFF,Mr,11/12/1979,Yes,48.0,,Yes,Yes,Credit card,105.25,4997.5,No
1459-QNFQT,Ms,05/28/1966,Yes,70.0,Fiber optic,No,Yes,Credit card,59.5,4144.8,No
1047-NNCBF,Mr,07/12/1961,No,20.0,Fiber optic,Yes,No,Credit card,70.55,1493.55,No
3696-XRIEN,Miss,10/26/1974,No,50.0,,No,Yes,Credit card,82.5,4179.1,No
4081-DYXAV,Ms,10/07/1957,No,19.0,,Yes,Yes,Credit card,44.85,893.55,Yes
0074-HDKDG,Mr,09/23/1951,Yes,25.0,DSL,,No,Credit card,61.6,1611,No
8791-GFXLZ,Mr,12/20/1952,No,12.0,,No,No,Credit card,49.05,593.05,No
8111-SLLHI,Ms.,09/02/1955,Yes,39.0,,Yes,Yes,Credit card,105.65,4284.8,Yes
0927-LCSMG,Ms,12/04/1965,No,7.0,,No,No,Credit card,74.65,544.55,Yes
9330-DHBFL,Mr,05/31/1954,Yes,23.0,,No,No,Credit card,66.25,1533.8,No
0098-BOWSO,Mr,05/10/1972,No,27.0,,Yes,No internet service,,19.4,529.8,No
3452-ABWRL,Ms,04/20/1960,No,47.0,,Banana,Yes,PayPal,86.05,3865.6,No
5859-HZYLF,Mr,06/02/1958,Yes,26.0,,No,No internet service,Credit card,19.15,515.75,No
8257-RZAHR,Ms,02/15/1967,Yes,14.0,,Yes,Yes,Credit card,64.7,941,Yes
5293-WXJAK,Mr,03/01/1966,Yes,11.0,DSL,Yes,Yes,Credit card,104.05,1133.65,Yes
3156-QLHBO,Mr,02/16/1965,No,2.0,,Yes,No internet service,Credit card,19.25,48.35,No
2208-NQBCT,Mr,02/06/1968,Yes,26.0,,No,No,Credit card,81.95,2070.05,No
1779-PWPMG,Mr,04/08/1964,Yes,72.0,Fiber optic,Yes,Yes,Bank transfer (automatic),114.65,8333.95,No
6621-NRZAK,Mr,11/19/1952,Yes,63.0,Fiber optic,Yes,No internet service,Credit card,20.0,1209.25,No
0831-JNISG,Mr,02/07/1954,Yes,71.0,Fiber optic,No,No internet service,Credit card,19.8,1396.25,No
0774-IFUVM,Mr,09/26/1961,Yes,11.0,,Yes,Yes,Credit card,65.15,723.35,No
3082-WQRVY,Mr,11/27/1966,Yes,14.0,,No,No internet service,Credit card,19.65,228.65,No
9553-DLCLU,Mr,12/30/1963,No,13.0,,,Yes,Credit card,88.95,1161.75,No
1641-BYBTK,Mr,12/20/1970,No,6.0,Fiber optic,Yes,No internet service,Credit card,20.2,98.35,No
2460-NGXBJ,Ms.,11/25/1965,Yes,11.0,,Yes,No,Bank transfer (automatic),75.2,775.3,No
2446-ZKVAF,Miss,05/19/1973,Yes,18.0,DSL,Yes,No,Credit card,56.8,1074.65,No
0841-NULXI,Mr,01/13/1957,No,1.0,DSL,No,No,Credit card,35.55,35.55,Yes
3522-CDKHF,Mr,09/26/1964,Yes,32.0,,Yes,No,Credit card,75.5,2324.7,No
1430-SFQSA,Mr ,06/24/1951,No,29.0,,Yes,No,Credit card,35.6,1072.6,No
